track_uri,popularity,danceability,energy,speechiness,instrumentalness,liveness,loudness,tempo,valence
spotify:track:0D2xguFRqCF0OUqXCkqrpU,64,0.407,0.317,0.0429,2.66e-06,"(0.139,)",-7.895,81.899,0.216
spotify:track:1L4bCEb6UbqJWgqKFYNzQi,44,0.722,0.335,0.0371,0.675,"(0.115,)",-12.618,143.493,0.549
spotify:track:2BvR9hPsT7QoyiQBNuZYyW,53,0.681,0.552,0.156,0.0,"(0.207,)",-8.913,124.686,0.876
spotify:track:4zFLQSVz08MGPWhagm7vMr,0,0.565,0.485,0.027,5.06e-05,"(0.183,)",-7.292,145.844,0.233
spotify:track:6khDguAo8XXW1h0u7xofYk,42,0.641,0.878,0.0505,0.0,"(0.115,)",-4.605,114.075,0.335
spotify:track:2y1NtQ2ZfIq0zBUP3tOlbX,61,0.499,0.37,0.0446,0.000188,"(0.16,)",-9.907,133.513,0.37
spotify:track:3L7GqCjU0FHXuzhLskcKAL,44,0.783,0.375,0.0328,0.124,"(0.0933,)",-9.59,109.954,0.742
spotify:track:0bUbFUCIjyCMrrKNyCIZj6,9,0.653,0.102,0.131,0.838,"(0.166,)",-14.154,170.032,0.493
spotify:track:4nhaTR9csLGnYHuxIcubFN,4,0.369,0.336,0.0562,0.0,"(0.284,)",-8.621,167.447,0.24
spotify:track:2PtY7lCqfUO37RTTGOayKH,39,0.198,0.214,0.0332,0.693,"(0.0652,)",-12.16,82.354,0.253
spotify:track:27BjdZeYEDpUN6Ijdf7hJP,53,0.624,0.0457,0.0389,0.0,"(0.109,)",-16.145,110.274,0.2
spotify:track:75xt1t3DCzLV4AiOsldBrb,38,0.594,0.852,0.0907,0.0,"(0.115,)",-5.076,96.011,0.709
spotify:track:2nG9Kq8al1Y8CwuikqWXut,41,0.453,0.305,0.0805,0.924,"(0.104,)",-14.073,172.625,0.141
spotify:track:1kGvN1xMDJ9l7K3m66pz43,25,0.359,0.114,0.035,9e-05,"(0.14,)",-16.17,111.718,0.199
spotify:track:4Y8KhqNtOMToFdUOAJpECt,61,0.627,0.6,0.0318,2.58e-06,"(0.0978,)",-4.995,124.985,0.103
spotify:track:1pp4UbAdNFKnYdpYa4GCZz,0,0.25,0.358,0.0346,0.241,"(0.0977,)",-12.627,82.132,0.136
spotify:track:4x3381mYJqptPqT6OKUfmu,62,0.426,0.881,0.0404,0.0693,"(0.389,)",-4.526,139.986,0.259
spotify:track:5IKQMCPW2kcLInYJLrN8OV,31,0.746,0.256,0.0393,0.935,"(0.0827,)",-13.553,128.009,0.0709
spotify:track:4VyOYqqy4sXCKsdx1mBDBc,42,0.642,0.306,0.031,0.0,"(0.126,)",-5.899,111.773,0.303
spotify:track:7kl03dS2l8VPnabMmjBjgV,0,0.611,0.793,0.0253,0.0,"(0.138,)",-6.683,97.995,0.765
spotify:track:5PB7yyYeLYkfPqmC0hwlXl,17,0.564,0.314,0.538,0.0,"(0.141,)",-12.222,87.937,0.417
spotify:track:0edtKj1oW6rJ9f4wRtLPPH,69,0.848,0.364,0.0637,0.00529,"(0.14,)",-10.058,137.541,0.569
spotify:track:7oDd86yk8itslrA9HRP2ki,92,0.531,0.525,0.0671,0.0,"(0.441,)",-6.5,66.9,0.502
spotify:track:7xQiq1lCtwkJdI3zni9BZp,0,0.767,0.209,0.0806,2.07e-06,"(0.11,)",-12.383,96.629,0.706
spotify:track:1kOHlkfjLMBLQId5vsii4w,0,0.759,0.339,0.0404,0.927,"(0.11,)",-9.065,148.044,0.214
spotify:track:5rv8t9NF5TvnLelywjagC0,40,0.584,0.0817,0.0897,0.799,"(0.0954,)",-16.781,76.028,0.3
spotify:track:3WefHNGtjexZvi66ZEx9u4,3,0.704,0.56,0.179,0.0,"(0.0948,)",-6.791,75.003,0.609
spotify:track:4R7g8dwW0WBkmAtwnHE5Ot,23,0.401,0.124,0.0399,0.0,"(0.0767,)",-14.012,86.761,0.341
spotify:track:0CJvDUBeEL1Rmpx7MH28CQ,53,0.703,0.643,0.0706,0.0,"(0.143,)",-5.544,102.059,0.528
spotify:track:1FLl9H98n8TVPqGvPACnUq,0,0.57,0.659,0.0834,5.04e-06,"(0.325,)",-10.739,193.88,0.592
spotify:track:67KlJScIQcE5kgj7er72ME,19,0.688,0.196,0.0383,0.917,"(0.15,)",-19.602,90.041,0.141
spotify:track:1RS3LStQYhju50eBdD9Uul,64,0.348,0.532,0.0331,0.0,"(0.106,)",-5.882,129.297,0.148
spotify:track:6J0FoTuu2z24FutBRLfwmb,30,0.779,0.232,0.0472,0.885,"(0.0944,)",-11.324,114.532,0.591
spotify:track:3jTVk3yYzJ1QMkymFjIjid,0,0.461,0.414,0.0519,0.922,"(0.738,)",-10.32,84.862,0.241
spotify:track:4ATVND70eH6ufuAiDZymRN,0,0.367,0.528,0.429,0.0,"(0.136,)",-9.471,190.038,0.161
spotify:track:4ZUUXUKXWc7YQuUY53Tfwx,43,0.432,0.26,0.0278,4.1e-06,"(0.115,)",-8.666,137.977,0.299
spotify:track:32s4YfKEgYfPZjHcI0JTaV,0,0.397,0.231,0.0854,0.801,"(0.0915,)",-14.698,73.152,0.115
spotify:track:2U6vFampiXQZtmOhNXz7dp,55,0.724,0.229,0.0579,0.919,"(0.106,)",-12.269,136.035,0.038
spotify:track:2iIxheqTYiaRm1Xn2hJlY8,58,0.616,0.871,0.049,0.0,"(0.426,)",-4.128,119.967,0.679
spotify:track:2dHoYvtul7SXjOAkd1b5Rh,41,0.27,0.13,0.0341,0.00091,"(0.0767,)",-17.07,73.75,0.19
spotify:track:4Q09kFZOEyYlE53446Z6oP,0,0.683,0.897,0.0826,0.0,"(0.121,)",-6.81,107.515,0.659
spotify:track:0zKp9aHrrpkhV7nccqd0YZ,30,0.618,0.289,0.0439,0.823,"(0.1,)",-15.303,79.91,0.132
spotify:track:2aQUBqdNhbwezvGVFh8Prv,33,0.809,0.328,0.0988,0.88,"(0.366,)",-10.765,106.5,0.2
spotify:track:3m5oH9gajktRX8VWdachcL,30,0.561,0.332,0.0532,0.865,"(0.0712,)",-10.333,132.09,0.0757
spotify:track:1EVVa8EtTKVMsCw35uJP0j,0,0.502,0.413,0.039,0.0,"(0.213,)",-7.373,175.507,0.474
spotify:track:0baBWEsdgomlGg6n06KuXC,15,0.504,0.717,0.0762,0.0,"(0.0897,)",-5.103,78.053,0.539
spotify:track:07rcStDOKWyyBackc0MuK4,43,0.752,0.285,0.0438,0.859,"(0.455,)",-21.995,124.027,0.642
spotify:track:3kkcYNbUW5ZYVtK5F9GZ94,8,0.525,0.284,0.0342,0.0,"(0.179,)",-8.278,145.969,0.239
spotify:track:7fYZ9KC9KgOpKQNdb43U64,27,0.837,0.586,0.0518,1.2e-06,"(0.346,)",-8.483,104.986,0.52
spotify:track:6zyXWcXGiyl3HHTR5s9bw2,0,0.511,0.437,0.0523,0.0,"(0.0765,)",-6.417,127.685,0.113
spotify:track:5b7RzeJ21RJDPxPCMc26Ut,0,0.55,0.717,0.0357,0.0581,"(0.168,)",-5.708,86.002,0.28
spotify:track:7DQmwd7zye9xvzMQJnD8S8,63,0.574,0.499,0.0254,0.0,"(0.123,)",-6.462,76.0,0.447
spotify:track:5KTs9czAIYinQrBuLRKYj9,49,0.698,0.349,0.0351,0.0,"(0.0804,)",-7.579,121.898,0.446
spotify:track:4AEwygr9mK6ZTaSoof1jGx,44,0.498,0.232,0.0787,0.861,"(0.0962,)",-18.757,79.984,0.0396
spotify:track:3akr0ZrJxLMBLIFeNNKffW,50,0.519,0.429,0.0317,0.0,"(0.111,)",-7.707,129.491,0.396
spotify:track:0aUebjw6Ab1AmtiBjPjIGF,14,0.623,0.137,0.0409,0.938,"(0.134,)",-15.012,149.756,0.287
spotify:track:0W2PAsNadpcqcRDr8bdIlN,22,0.512,0.242,0.048,0.00011,"(0.123,)",-12.903,112.897,0.168
spotify:track:1aAfiBF8ftfkONfzc0GTWz,48,0.551,0.489,0.0312,0.0854,"(0.101,)",-9.363,158.16,0.237
spotify:track:58iMpm4M9vsXYYglO7L3EG,16,0.66,0.61,0.0344,0.0,"(0.0968,)",-6.517,120.99,0.545
spotify:track:4MR6PGC6LHMSXbK8iCfpug,57,0.527,0.377,0.0253,0.0,"(0.0799,)",-9.762,143.977,0.313
spotify:track:638fKB27P7UAmu3Aq0vEJ3,0,0.512,0.531,0.0418,2.46e-06,"(0.102,)",-8.03,96.058,0.19
spotify:track:4gE8RwlQ1ty5JXU21JNiLh,14,0.51,0.355,0.0286,0.0,"(0.132,)",-6.876,141.815,0.452
spotify:track:638XSlJfMMASlcZSrCLgar,25,0.878,0.61,0.096,0.000223,"(0.115,)",-7.75,91.98,0.709
spotify:track:6pkZdWu5Q71Mj8MOrSmxRm,0,0.82,0.0814,0.176,0.974,"(0.118,)",-25.869,120.046,0.534
spotify:track:7DVRaXNUAgbihaBovK8BWt,50,0.386,0.199,0.25,0.752,"(0.0856,)",-15.084,74.999,0.181
spotify:track:35vYyQ06TPM7hiUtNt5Bs3,53,0.168,0.0248,0.0334,0.913,"(0.111,)",-31.629,69.491,0.0831
spotify:track:3Y0d1njiILmlxquJgNl8ox,26,0.512,0.248,0.0275,2.96e-05,"(0.114,)",-10.359,109.692,0.158
spotify:track:4nyF5lmSziBAt7ESAUjpbx,80,0.445,0.455,0.0575,1.47e-06,"(0.124,)",-6.405,109.885,0.151
spotify:track:1FlY15vdP570PJucy6JdYm,68,0.788,0.446,0.0693,0.694,"(0.273,)",-9.812,80.009,0.545
spotify:track:1JMDdPVsBoEowQENBCfNCW,0,0.443,0.136,0.0347,4.34e-06,"(0.118,)",-13.704,141.51,0.306
spotify:track:4D5PYAdtmsFqb0jav6lQaU,40,0.711,0.0158,0.0617,0.78,"(0.109,)",-33.052,99.945,0.3
spotify:track:4eAyz5WW8UA4AGjfF4RFTr,16,0.699,0.564,0.0428,0.0176,"(0.114,)",-14.724,100.015,0.515
spotify:track:6hfOhL3rHxmB5kZ6lE2dkc,48,0.531,0.502,0.0327,0.0,"(0.123,)",-7.545,125.925,0.166
spotify:track:1JSTJqkT5qHq8MDJnJbRE1,90,0.82,0.452,0.0348,0.00294,"(0.0714,)",-9.796,117.401,0.74
spotify:track:2Ksu9H7rqWVd0lJWBRHDQO,40,0.597,0.151,0.0384,0.697,"(0.0508,)",-17.787,153.915,0.207
spotify:track:61TOANXbuiWUMTSPDHc27i,49,0.607,0.0433,0.0347,2.6e-05,"(0.112,)",-19.921,60.111,0.34
spotify:track:5TRQ7CjHGQ1BcYzdORNxJV,0,0.388,0.00798,0.0692,0.954,"(0.096,)",-32.377,86.256,0.0
spotify:track:10hweQwWcUhBcpipYEvCYD,62,0.532,0.137,0.0648,0.824,"(0.0852,)",-19.672,89.346,0.0732
spotify:track:4XDlW5QgLKZupaJ5VvacsP,41,0.374,0.237,0.163,0.822,"(0.088,)",-10.796,83.271,0.417
spotify:track:388LB6UwIQNIYIw93mpFVQ,12,0.252,0.23,0.0385,0.938,"(0.0868,)",-14.933,180.406,0.313
spotify:track:2hy8tiqndAogn2gFFOA0EU,0,0.682,0.927,0.0483,0.0,"(0.152,)",-2.891,101.016,0.748
spotify:track:4adub9Gizi8N2zCjq7XSpD,0,0.598,0.714,0.0273,1.04e-06,"(0.31,)",-4.397,99.979,0.467
spotify:track:1VhGRC4yzcDFBM4yQSpUGg,58,0.769,0.395,0.0287,0.0,"(0.0776,)",-7.71,81.485,0.558
spotify:track:3lgksI3r8k8OapuMhqMLAv,3,0.41,0.39,0.0581,1.97e-06,"(0.172,)",-6.763,56.8,0.317
spotify:track:0zN16vHWt77RW2wF7bW0ZA,0,0.58,0.904,0.0718,0.000135,"(0.303,)",-4.657,118.087,0.399
spotify:track:1V6kjI8AMCH8paMeD2mkOu,0,0.499,0.344,0.025,0.0,"(0.154,)",-6.897,85.833,0.171
spotify:track:6xXVZqltc74Qqq0GaaubcT,0,0.697,0.891,0.0444,0.0,"(0.208,)",-3.758,118.031,0.763
spotify:track:3B7udSGy2PfgoCniMSb523,74,0.581,0.0549,0.0397,0.0,"(0.0718,)",-20.514,152.037,0.234
spotify:track:04Hd1cn2qT4y8xaCHF6e3o,32,0.67,0.143,0.049,0.91,"(0.0839,)",-18.781,119.864,0.38
spotify:track:11Y9fpxMtizD92O1SwV8PK,37,0.506,0.817,0.149,0.0,"(0.107,)",-6.318,139.982,0.396
spotify:track:1FcVPHC9x0ETpLUK5JBYgA,31,0.376,0.231,0.0271,0.0,"(0.125,)",-11.557,103.263,0.101
spotify:track:6LzsmlN5UbCYytaaKZueRH,0,0.474,0.921,0.0478,0.0266,"(0.746,)",-2.506,152.078,0.715
spotify:track:7f0jXNMu2xjQUtmKMuWhGA,0,0.566,0.57,0.0285,0.0,"(0.118,)",-9.875,134.537,0.491
spotify:track:4JsOMTAmz7rFa29WXspLzU,0,0.571,0.263,0.0554,0.0,"(0.119,)",-9.965,113.574,0.775
spotify:track:2xoZ9V0kns3929jLwwIcGS,43,0.456,0.691,0.0339,0.0,"(0.307,)",-4.939,167.888,0.565
spotify:track:2ppEhaFb9JeIh0kSxTXIIe,0,0.748,0.695,0.0982,0.0,"(0.453,)",-4.91,114.995,0.942
spotify:track:330ewutZ1rVIGvbytuE71w,41,0.715,0.204,0.0381,0.946,"(0.111,)",-14.326,77.992,0.377
spotify:track:1vfLwrJnjFAVo9wE78zKYs,42,0.615,0.414,0.0304,0.0,"(0.135,)",-9.826,95.776,0.536
spotify:track:02DqTs7fDfvsjAA29bhdf1,56,0.66,0.144,0.0419,0.951,"(0.101,)",-13.126,140.038,0.196
spotify:track:3LNWm2tlEFLo138fvj1cT8,9,0.438,0.341,0.0253,0.000339,"(0.112,)",-12.804,89.819,0.318
spotify:track:2qNDpi2F1MYojsFVzFUYnX,30,0.62,0.693,0.0348,0.0,"(0.14,)",-7.492,107.99,0.278
spotify:track:2blM0SIqgptXPpCan2lGXh,52,0.61,0.509,0.027,0.0,"(0.0754,)",-8.63,129.943,0.224
spotify:track:3jzbpOzoYa22FvzBkNkLvC,60,0.395,0.226,0.0518,0.00322,"(0.115,)",-12.511,165.523,0.0656
spotify:track:0eCIusRdx5Gb1f4XJFojq8,0,0.474,0.644,0.0258,0.0,"(0.0906,)",-6.201,155.747,0.368
spotify:track:1eeQoBQzElzDNVcNm5h0uY,32,0.828,0.721,0.0449,4.83e-06,"(0.336,)",-3.142,100.014,0.777
spotify:track:4G51VBbTXI30VZ5KSXYmcG,0,0.801,0.47,0.0473,0.0,"(0.113,)",-9.811,94.036,0.665
spotify:track:406BLFUIYS3K2vVq1OYmxm,50,0.571,0.798,0.0356,0.00173,"(0.124,)",-6.721,117.243,0.587
spotify:track:6ON9UuIq49xXY9GPmHIYRp,70,0.642,0.576,0.0282,0.0,"(0.159,)",-8.524,125.0,0.469
spotify:track:4IetzyFLPE3q1K2YbARbOq,36,0.833,0.26,0.0512,0.763,"(0.106,)",-16.913,130.003,0.548
spotify:track:4ZcPcZ2ycBiS9AaqaMS9a4,0,0.533,0.295,0.0271,0.927,"(0.148,)",-13.411,75.002,0.215
spotify:track:43rA71bccXFGD4C8GOpIlN,79,0.664,0.316,0.519,2.03e-06,"(0.0812,)",-10.345,92.875,0.541
spotify:track:2ZP85Jq4K27V6WWVXfINSR,62,0.619,0.294,0.0305,5.18e-05,"(0.103,)",-13.019,100.075,0.311
spotify:track:0YV6ib5DEi04g6DzeFig3O,64,0.423,0.388,0.039,2.17e-05,"(0.124,)",-8.364,138.813,0.203
spotify:track:67TV6fBPxChl75QC3qXOl7,56,0.669,0.395,0.0482,0.0,"(0.251,)",-11.978,111.055,0.892
spotify:track:358BhQYtag5CMI3vx58ZKz,38,0.591,0.196,0.033,0.892,"(0.202,)",-15.478,125.525,0.256
spotify:track:2ySQ5XpzsiPn0OkMX7Agw1,0,0.273,0.00195,0.0418,0.868,"(0.0887,)",-31.393,72.179,0.0922
spotify:track:4IGXQV2e7JHJ5FMkh2eUPw,45,0.61,0.194,0.034,0.887,"(0.0756,)",-10.419,107.781,0.11
spotify:track:6lbkhq0LmJbeyvbN1m5MmQ,0,0.602,0.783,0.0903,0.0,"(0.413,)",-7.345,99.993,0.862
spotify:track:4IoYz8XqqdowINzfRrFnhi,76,0.338,0.803,0.0413,0.0,"(0.136,)",-5.412,151.994,0.4
spotify:track:0PDcQRIteJQqADoRYhLIxl,54,0.771,0.105,0.0766,0.942,"(0.0999,)",-17.697,87.002,0.332
spotify:track:5M8mDTrtoPYE0MjOpaWzc8,56,0.37,0.514,0.0302,0.00115,"(0.283,)",-5.479,126.978,0.17
spotify:track:1mgafmYHNAAhzKqHHLLzJI,40,0.649,0.286,0.0344,0.907,"(0.11,)",-14.191,130.024,0.236
spotify:track:3XzwvIUt2Qaa3zmQLxKx1G,33,0.417,0.565,0.0493,9.58e-05,"(0.119,)",-7.692,141.73,0.526
spotify:track:6venqrqaUzmWD2kGa8YirO,39,0.614,0.745,0.0399,0.00101,"(0.0977,)",-6.459,115.175,0.407
spotify:track:4kONnSJarA3sVw5M8JkCS5,35,0.372,0.0315,0.0323,0.892,"(0.0809,)",-28.295,74.37,0.0754
spotify:track:4ro2oMbKA5r5sS3oG1R37T,30,0.666,0.673,0.154,5.73e-05,"(0.0746,)",-9.213,117.942,0.191
spotify:track:6K30vTgYqeIbC3Nw8Lvj0D,31,0.735,0.15,0.0829,0.924,"(0.137,)",-13.138,83.043,0.313
spotify:track:6YrW5jikqIVkL5b7iwbFKz,18,0.486,0.303,0.0508,0.0,"(0.142,)",-7.955,88.017,0.248
spotify:track:2vVNw1cwRGJec6K9S98rrr,0,0.488,0.941,0.131,2.72e-06,"(0.3,)",-3.869,160.841,0.643
spotify:track:1GN3cGNfCyOyyHEzi7ruPt,0,0.547,0.413,0.0327,2.9e-06,"(0.109,)",-7.574,148.055,0.134
spotify:track:6Q1m1GyNxyOwZ2ud3p7XoS,72,0.546,0.945,0.0531,0.0,"(0.724,)",-4.399,135.128,0.545
spotify:track:2Uvy6SkNqxvnH1W68dymxG,0,0.745,0.359,0.112,0.00628,"(0.138,)",-10.429,160.123,0.55
spotify:track:5qZIrB9CjgKdMspTFkUbNt,43,0.802,0.659,0.127,0.0095,"(0.136,)",-5.927,152.969,0.471
spotify:track:2UwbhMie1EAYuTZ0QXeMwl,71,0.731,0.204,0.0369,0.0109,"(0.0989,)",-11.314,142.141,0.191
spotify:track:5itOtNx0WxtJmi1TQ3RuRd,76,0.807,0.887,0.0361,0.000503,"(0.0811,)",-4.311,122.015,0.606
spotify:track:1tEUlKkkM1WtQDOLNcXef3,0,0.667,0.203,0.388,0.699,"(0.0677,)",-13.141,143.457,0.155
spotify:track:0peniSFk4RU9JS5XJbl8yR,3,0.726,0.553,0.0377,0.0,"(0.0895,)",-6.897,133.038,0.548
spotify:track:22uyZjmZR0DX8FyrIwQl35,44,0.437,0.301,0.0384,0.0,"(0.117,)",-8.519,126.016,0.203
spotify:track:1dLozVDcwWRmN7wvFHMaCR,0,0.432,0.681,0.0303,0.0,"(0.46,)",-6.701,136.034,0.223
spotify:track:26qBE923Z3qvCMDKTMEt3z,32,0.487,0.857,0.0832,0.0,"(0.41,)",-3.681,80.52,0.604
spotify:track:4F0zagZIjtGtZpFhqggW7P,17,0.45,0.378,0.0426,0.0,"(0.0731,)",-9.181,119.506,0.461
spotify:track:2xWfEmQ1oEcOHzTjYbTKDq,0,0.529,0.182,0.0324,0.0,"(0.0995,)",-11.242,93.762,0.155
spotify:track:0Ii19QCCwkEtZRqIzLAicF,59,0.608,0.798,0.0432,0.0,"(0.156,)",-5.092,92.946,0.5
spotify:track:3D1Kbd2pAO9chkd5aEP6q5,23,0.485,0.708,0.0852,3.22e-06,"(0.123,)",-9.152,135.991,0.197
spotify:track:1IycYHHYjKgxvB8AHCdu7O,0,0.564,0.455,0.0369,0.000184,"(0.0832,)",-8.282,132.196,0.305
spotify:track:6JVLIEKWBq8tfrap6Tyods,0,0.576,0.833,0.0348,1.93e-05,"(0.563,)",-6.222,133.505,0.506
spotify:track:2Imq77E6CEJR5TPUxlJvTY,0,0.532,0.642,0.111,0.000246,"(0.0991,)",-4.891,193.016,0.536
spotify:track:5PzWVmfzu7rePAuFkxPQf0,71,0.233,0.15,0.0336,0.36,"(0.154,)",-11.736,143.887,0.0875
spotify:track:2PR4jVXzyjCky2PkONvipq,57,0.82,0.26,0.0759,0.0,"(0.144,)",-14.473,114.943,0.641
spotify:track:5dS4r8s7z5r1LpivqrCP0U,43,0.564,0.807,0.028,0.00111,"(0.192,)",-4.561,67.003,0.49
spotify:track:3caJRuvtyzXyECb92ORGqF,36,0.639,0.463,0.0336,0.0,"(0.0789,)",-7.737,94.064,0.323
spotify:track:5YQNjKZofFhlBCIzTVY6rW,71,0.577,0.864,0.0447,0.0,"(0.355,)",-2.92,96.04,0.698
spotify:track:3tt0K5Bt0PnhWoHxVXafJe,18,0.662,0.575,0.0368,0.848,"(0.271,)",-6.141,90.043,0.501
spotify:track:1ciH5vQix66gh58Z9m8bIt,6,0.545,0.485,0.151,0.00137,"(0.119,)",-9.941,80.401,0.341
spotify:track:5grz3g3waDTERLkUMT0EeD,46,0.548,0.387,0.0296,1.53e-06,"(0.0891,)",-8.719,119.917,0.354
spotify:track:4vaqGZv0ZSypTqbLcmKK48,59,0.576,0.176,0.0374,0.924,"(0.11,)",-13.641,120.148,0.0795
spotify:track:1fkYmLPG2Oi2AkUmcspWKl,61,0.363,0.71,0.0308,0.0,"(0.121,)",-3.08,170.113,0.383
spotify:track:5yamjs92dcayRVlNuY116G,51,0.326,0.496,0.0717,0.000111,"(0.116,)",-9.995,86.94,0.212
spotify:track:5yLkd6S6MpWH1Lx6eF7nsy,0,0.557,0.388,0.0447,0.0,"(0.112,)",-8.41,175.978,0.7
spotify:track:1n2wszmJyVkw6FHqyLnQsY,67,0.476,0.564,0.0269,0.0,"(0.102,)",-5.677,143.929,0.167
spotify:track:4Y5gx8VuShNmakYGlnrUzD,0,0.39,0.448,0.0276,0.182,"(0.107,)",-8.57,144.89,0.077
spotify:track:325bPtguvGlJhBXFkYf18G,29,0.394,0.0843,0.0916,0.433,"(0.136,)",-19.179,162.345,0.0574
spotify:track:4OuMdUzh9Lz82ACgQUYBbU,50,0.575,0.453,0.0348,0.0,"(0.0844,)",-6.824,130.953,0.0679
spotify:track:43t7wozE1bMCflrHNxsbV1,33,0.241,0.201,0.034,0.849,"(0.107,)",-17.374,85.1,0.154
spotify:track:0nxvFG50rGXkiGQqOO2MHr,56,0.803,0.356,0.0326,0.0,"(0.16,)",-9.026,106.95,0.739
spotify:track:174rZBKJAqD10VBnOjlQQ3,73,0.684,0.455,0.0307,1.08e-06,"(0.263,)",-8.216,97.956,0.487
spotify:track:0iAuqWgNOxhZW9FVwHZLnD,40,0.314,0.337,0.0364,0.0,"(0.0847,)",-9.099,140.415,0.221
spotify:track:5Gz1PxujU62sfecQpB0Stm,0,0.63,0.733,0.0423,0.0,"(0.102,)",-4.338,104.007,0.486
spotify:track:6jyCBf3dZrJBjCTkJtUFVY,47,0.853,0.408,0.105,0.936,"(0.271,)",-13.163,120.002,0.548
spotify:track:3VxN2LPIFqCKBC2ke0m4kZ,0,0.448,0.348,0.0383,0.0,"(0.11,)",-6.647,147.569,0.441
spotify:track:44YaY0SkJSrwFcgze6ivtF,41,0.693,0.198,0.0306,0.839,"(0.108,)",-18.938,90.014,0.187
spotify:track:6UEfyhyfhYQsyipxOd95Ie,72,0.607,0.923,0.0948,1.1e-06,"(0.0924,)",-6.777,184.819,0.868
spotify:track:2MixtYpHtHsRwHFqXgfTZi,53,0.69,0.459,0.0363,1.94e-06,"(0.105,)",-10.883,89.941,0.501
spotify:track:429EttO8gs0bDo2SQfUNSm,70,0.388,0.66,0.0308,0.000307,"(0.0943,)",-7.372,143.554,0.401
spotify:track:2PWIdXtLdUwtLN9tn3gzCI,52,0.537,0.508,0.0289,0.0,"(0.18,)",-6.053,101.198,0.231
spotify:track:5k1iTPL7TNm0ZRixGzYvXI,37,0.577,0.868,0.0435,3.19e-05,"(0.963,)",-7.357,107.433,0.385
spotify:track:0j9atepn6jhrLlu0ETAxMx,31,0.79,0.384,0.258,0.954,"(0.107,)",-7.85,85.002,0.951
spotify:track:2QCtvmFPgEFrBjppXaN5Qa,30,0.484,0.831,0.0967,0.0,"(0.106,)",-5.052,151.027,0.663
spotify:track:2t1nSub3LKbgimTx4m2MZ9,31,0.803,0.838,0.0457,3.49e-05,"(0.146,)",-4.715,126.286,0.849
spotify:track:0xxKd8ifpukdtD1RAvlhev,0,0.759,0.906,0.0348,2.72e-05,"(0.265,)",-4.464,102.004,0.752
spotify:track:49B2Pw1VdwHTVlNZtk2Joa,38,0.479,0.845,0.0445,0.0,"(0.311,)",-7.383,161.845,0.489
spotify:track:6tTeRmhhuwDl5Y4UiJdHuO,66,0.817,0.72,0.0809,0.000726,"(0.109,)",-8.134,119.989,0.384
spotify:track:5rFj8OzffT0iggSjcBaeND,69,0.584,0.407,0.046,0.0,"(0.18,)",-7.356,115.124,0.341
spotify:track:133CsN4D0U8dH0jKeASrYj,17,0.629,0.366,0.0644,0.0,"(0.104,)",-10.035,144.933,0.626
spotify:track:4ILSEXEODFGg2NBSsNcbBv,50,0.531,0.57,0.181,2e-06,"(0.107,)",-6.536,192.049,0.407
spotify:track:41nhkUW7QkgQV4ZhHYsDl4,29,0.443,0.195,0.0344,0.955,"(0.143,)",-17.725,94.895,0.0717
spotify:track:2ih2U8ttFzCjnQ5njF3SrR,69,0.717,0.544,0.0371,5.16e-06,"(0.0973,)",-6.598,139.959,0.641
spotify:track:2YliEIt5NHg9Q8DZxy9vU4,0,0.348,0.124,0.0448,0.863,"(0.0896,)",-20.811,127.369,0.0967
spotify:track:5y69gQtK33qxb8a24ACkCy,0,0.559,0.845,0.0379,0.0,"(0.164,)",-3.871,94.915,0.304
spotify:track:6FtIK0IkmG33lKbc1pyAlZ,72,0.719,0.461,0.0454,0.0,"(0.0875,)",-8.191,123.915,0.548
spotify:track:1ukSWc3n4vpe7nZ7W7OM5V,0,0.419,0.909,0.189,0.00211,"(0.108,)",-2.221,172.104,0.193
spotify:track:39boaPnmX4BxMXgl4JzfXX,19,0.542,0.441,0.369,0.441,"(0.048,)",-11.914,79.899,0.395
spotify:track:7mzQgvrYsw1U1dGYUgCTHH,0,0.626,0.742,0.0657,0.0,"(0.108,)",-5.002,114.969,0.605
spotify:track:39TaDkZ8WUtVLgvVjGSdPd,33,0.512,0.917,0.339,0.0,"(0.163,)",-2.969,139.748,0.64
spotify:track:4yIH4PcUVivcxNTy1ETMZ3,53,0.633,0.664,0.381,0.0,"(0.104,)",-6.588,157.148,0.617
spotify:track:2sXf2JdbB2GlNju00kw9WE,3,0.708,0.598,0.0291,0.0,"(0.17,)",-8.365,112.027,0.698
spotify:track:1xCkZYGKDv7ELjSlIKedOy,52,0.672,0.506,0.137,2.38e-05,"(0.0925,)",-12.013,79.974,0.5
spotify:track:1O5mTSQa0sCce9ghhDqIZl,73,0.7,0.343,0.0308,0.0,"(0.0789,)",-10.474,137.864,0.488
spotify:track:1M0DB5ql8eIuhZ3Km0WqI4,49,0.719,0.798,0.0361,2.34e-06,"(0.134,)",-4.582,120.011,0.591
spotify:track:0MKUHK5nVOBhGeT2YBYQXh,44,0.489,0.394,0.0289,0.0,"(0.101,)",-7.628,133.756,0.304
spotify:track:3CaYk7hupEDRaXUkJ8rP8B,1,0.523,0.8,0.0268,0.0,"(0.0813,)",-5.926,138.934,0.674
spotify:track:0Y67tWeHOJgYYHHhSyuj7R,39,0.599,0.747,0.157,1.5e-06,"(0.072,)",-3.21,89.56,0.724
spotify:track:4K1vOdIFqskQv3zoI0FdAk,59,0.566,0.407,0.0914,0.000185,"(0.111,)",-10.293,119.781,0.156
